city,lat,lng,iso2
Kamnik,46.2250,14.6097,SI
Kanal,46.0886,13.6397,SI
Kidričevo,46.4036,15.7911,SI
Kobarid,46.2471,13.5796,SI
Kobilje,46.6847,16.3978,SI
Kočevje,45.6430,14.8594,SI
Komen,45.8153,13.7483,SI
Komenda,46.2038,14.5407,SI
Koper,45.5475,13.7307,SI
Kostanjevica na Krki,45.8463,15.4249,SI
Kostel,45.5084,14.9101,SI
Kozina,45.6100,13.9356,SI
Kozje,46.0750,15.5603,SI
Kranj,46.2389,14.3556,SI
Kranjska Gora,46.4839,13.7894,SI
Križevci,46.5683,16.1386,SI
Krško,45.9590,15.4922,SI
Kuzma,46.8369,16.0833,SI
Laško,46.1563,15.2386,SI
Lenart v Slovenskih Goricah,46.5755,15.8306,SI
Lendava,46.5662,16.4499,SI
Litija,46.0565,14.8303,SI
Ljubljana,46.0500,14.5167,SI
Ljubno,46.3456,14.8350,SI
Ljutomer,46.5208,16.1975,SI
Log,46.0167,14.3667,SI
Logatec,45.9144,14.2258,SI
Lovrenc na Pohorju,46.5406,15.3931,SI
Luče,46.3561,14.7467,SI
Lukovica,46.1667,14.7000,SI
Majšperk,46.3517,15.7336,SI
Makole,46.3172,15.6672,SI
Maribor,46.5500,15.6333,SI
Markovci,46.3833,15.9500,SI
Medvode,46.1333,14.4333,SI
Mengeš,46.1669,14.5750,SI
Metlika,45.6472,15.3142,SI
Mežica,46.5206,14.8536,SI
Miklavž na Dravskem Polju,46.5058,15.6972,SI
Miren,45.8956,13.6075,SI
Mirna,45.9553,15.0619,SI
Mirna Peč,45.8603,15.0833,SI
Mislinja,46.4411,15.1956,SI
Mokronog,45.9342,15.1408,SI
Moravče,46.1369,14.7450,SI
Moravske-Toplice,46.6875,16.2256,SI
Mozirje,46.3394,14.9633,SI
Murska Sobota,46.6586,16.1619,SI
Muta,46.6114,15.1661,SI
Naklo,46.2749,14.3176,SI
Nazarje,46.3176,14.9467,SI
Nova Gorica,45.9667,13.6500,SI
Nova Vas,45.7717,14.5058,SI
Novo Mesto,45.7981,15.1628,SI
Odranci,46.5833,16.2833,SI
Oplotnica,46.3878,15.4467,SI
Ormož,46.4071,16.1505,SI
Osilnica,45.5292,14.6979,SI
Pesnica,46.6069,15.6767,SI
Piran,45.5271,13.5685,SI
Pivka,45.6794,14.1967,SI
Podčetrtek,46.1569,15.5986,SI
Podlehnik,46.3353,15.8800,SI
Podvelka,46.5869,15.3306,SI
Poljčane,46.3119,15.5792,SI
Polzela,46.2833,15.0667,SI
Postojna,45.7743,14.2153,SI
Prebold,46.2369,15.0925,SI
Preddvor,46.3025,14.4231,SI
Prevalje,46.5469,14.9208,SI
Ptuj,46.4186,15.8714,SI
Puconci,46.7067,16.1564,SI
Rače,46.4519,15.6814,SI
Radeče,46.0659,15.1729,SI
Radenci,46.6472,16.0442,SI
Radlje ob Dravi,46.6149,15.2226,SI
Radovljica,46.3444,14.1744,SI
Ravne na Koroškem,46.5437,14.9642,SI
Razkrižje,46.5217,16.2811,SI
Rečica,46.3167,14.9167,SI
Ribnica,45.7386,14.7275,SI
Ribnica,46.5350,15.2728,SI
Rogaška Slatina,46.2375,15.6397,SI
Rogašovci,46.8000,16.0333,SI
Rogatec,46.2294,15.7003,SI
Ruše,46.5383,15.5153,SI
Šalovci,46.8250,16.2981,SI
Selnica ob Dravi,46.5500,15.4950,SI
Semič,45.6461,15.1822,SI
Šempeter pri Gorici,45.9283,13.6378,SI
Šenčur,46.2456,14.4197,SI
Šentilj,46.6817,15.6481,SI
Šentjernej,45.8389,15.3362,SI
Šentjur,46.2225,15.3973,SI
Šentrupert,45.9778,15.0956,SI
Sevnica,46.0092,15.3039,SI
Sežana,45.7000,13.8500,SI
Škocjan,45.9067,15.2914,SI
Škofja Loka,46.1655,14.3064,SI
Škofljica,45.9833,14.5767,SI
Slovenj Gradec,46.5093,15.0790,SI
Slovenska Bistrica,46.3941,15.5707,SI
Slovenske Konjice,46.3362,15.4210,SI
Šmarje,46.2272,15.5192,SI
Šmarješke Toplice,45.8620,15.2231,SI
Šmartno,46.0444,14.8442,SI
Šmartno,46.3333,15.0333,SI
Sodražica,45.7611,14.6356,SI
Solčava,46.4194,14.6936,SI
Šoštanj,46.3800,15.0486,SI
Spodnja Hajdina,46.4089,15.8469,SI
Spodnje Hoče,46.5000,15.6500,SI
Spodnji Duplek,46.5031,15.7453,SI
Središče ob Dravi,46.3942,16.2681,SI
Stari Trg,45.7128,14.4694,SI
Starše,46.4658,15.7672,SI
Štore,46.2208,15.3139,SI
Straža,45.7800,15.0728,SI
Sveta Ana,46.6492,15.8442,SI
Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,SI
Sveti Jurij,46.5695,16.0235,SI
Tabor,46.2361,15.0183,SI
Tišina,46.6556,16.0933,SI
Tolmin,46.1864,13.7361,SI
Tomaž pri Ormožu,46.4842,16.0836,SI
Trbovlje,46.1550,15.0533,SI
Trebnje,45.9104,15.0086,SI
Trnovska Vas,46.5167,15.9000,SI
Tržič,46.3667,14.3167,SI
Trzin,46.1333,14.5667,SI
Turnišče,46.6278,16.3203,SI
Velenje,46.3667,15.1167,SI
Velika Polana,46.5719,16.3469,SI
Velike Lašče,45.8322,14.6364,SI
Veržej,46.5836,16.1653,SI
Videm,45.8500,14.6942,SI
Videm pri Ptuju,46.3686,15.9064,SI
Vipava,45.8463,13.9622,SI
Vitanje,46.3817,15.2958,SI
Vitomarci,46.5275,15.9394,SI
Vodice,46.2000,14.5000,SI
Vojnik,46.2931,15.3028,SI
Volčja Draga,45.9069,13.6775,SI
Vransko,46.2439,14.9514,SI
Vrhnika,45.9622,14.2936,SI
Vuzenica,46.5992,15.1669,SI
Zagorje,46.1342,14.9942,SI
Žalec,46.2516,15.1674,SI
Zavrč,46.3917,16.0497,SI
Železniki,46.2333,14.1667,SI
Žetale,46.2750,15.7939,SI
Zgornja Kungota,46.6392,15.6156,SI
Zgornje Gorje,46.3833,14.0833,SI
Zgornje Jezersko,46.3833,14.4667,SI
Žiri,46.0460,14.1083,SI
Žirovnica,46.4047,14.1400,SI
Zreče,46.3833,15.3667,SI
Žužemberk,45.8339,14.9292,SI
Bánovce nad Bebravou,48.7186,18.2581,SK
Banská Bystrica,48.7353,19.1453,SK
Banská Štiavnica,48.4586,18.8931,SK
Bardejov,49.2950,21.2758,SK
Beluša,49.0653,18.3278,SK
Bernolákovo,48.1992,17.3003,SK
Bratislava,48.1447,17.1128,SK
Brezno,48.8036,19.6381,SK
Bytča,49.2228,18.5581,SK
Čadca,49.4386,18.7883,SK
Čaňa,48.6125,21.3244,SK
Chorvátský Grob,48.2275,17.2908,SK
Čierny Balog,48.7500,19.6667,SK
Detva,48.5572,19.4208,SK
Dobšiná,48.8206,20.3675,SK
Dolný Kubín,49.2117,19.2992,SK
Dubnica nad Váhom,48.9575,18.1658,SK
Dunajská Streda,47.9961,17.6147,SK
Dvory nad Žitavou,47.9933,18.2642,SK
Fiľakovo,48.2719,19.8286,SK
Gabčíkovo,47.8921,17.5788,SK
Galanta,48.1914,17.7308,SK
Gbely,48.7175,17.1150,SK
Gelnica,48.8550,20.9397,SK
Handlová,48.7272,18.7619,SK
Hlohovec,48.4311,17.8031,SK
Hnúšťa,48.5736,19.9531,SK
Holíč,48.8119,17.1628,SK
Hriňová,48.5667,19.5167,SK
Humenné,48.9306,21.9122,SK
Hurbanovo,47.8761,18.1972,SK
Ilava,48.9994,18.2361,SK
Ivanka pri Dunaji,48.1833,17.2667,SK
Jarovnice,49.0500,21.0667,SK
Kežmarok,49.1383,20.4292,SK
Kolárovo,47.9153,17.9972,SK
Komárno,47.7633,18.1283,SK
Košice,48.7167,21.2500,SK
Kráľovský Chlmec,48.4233,21.9797,SK
Krásno nad Kysucou,49.3978,18.8364,SK
Kremnica,48.7044,18.9183,SK
Krompachy,48.9167,20.8744,SK
Krupina,48.3500,19.0669,SK
Kysucké Nové Mesto,49.3000,18.7833,SK
Lendak,49.2442,20.3556,SK
Levice,48.2136,18.6069,SK
Levoča,49.0228,20.5906,SK
Lipany,49.1528,20.9619,SK
Liptovský Hrádok,49.0394,19.7244,SK
Liptovský Mikuláš,49.0811,19.6181,SK
Lučenec,48.3314,19.6708,SK
Malacky,48.4381,17.0236,SK
Martin,49.0636,18.9214,SK
Medzilaborce,49.2717,21.9042,SK
Michalovce,48.7575,21.9183,SK
Modra,48.3331,17.3069,SK
Moldava nad Bodvou,48.6156,20.9992,SK
Myjava,48.7578,17.5686,SK
Námestovo,49.4100,19.4800,SK
Nemšová,48.9669,18.1169,SK
Nesvady,47.9275,18.1269,SK
Nitra,48.3147,18.0875,SK
Nová Baňa,48.4267,18.6394,SK
Nová Dubnica,48.9333,18.1500,SK
Nové Mesto nad Váhom,48.7833,17.8333,SK
Nové Zámky,47.9831,18.1728,SK
Oščadnica,49.4375,18.8857,SK
Partizánske,48.6333,18.3667,SK
Petržalka,48.1333,17.1167,SK
Pezinok,48.2667,17.2667,SK
Piešťany,48.5833,17.8333,SK
Poltár,48.4306,19.7975,SK
Poprad,49.0500,20.3000,SK
Považská Bystrica,49.1167,18.4500,SK
Prešov,49.0000,21.2333,SK
Prievidza,48.7714,18.6242,SK
Púchov,49.1200,18.3306,SK
Rabča,49.4833,19.4833,SK
Rajec,49.0833,18.6333,SK
Raková,49.4430,18.7345,SK
Revúca,48.6833,20.1167,SK
Rimavská Sobota,48.3814,20.0200,SK
Rožňava,48.6586,20.5314,SK
Ružomberok,49.0786,19.3083,SK
Sabinov,49.1000,21.1000,SK
Šahy,48.0667,18.9667,SK
Šaľa,48.1500,17.8833,SK
Šamorín,48.0267,17.3117,SK
Sečovce,48.7000,21.6500,SK
Senec,48.2189,17.3997,SK
Senica,48.6806,17.3667,SK
Sered’,48.2833,17.7333,SK
Skalica,48.8436,17.2264,SK
Skalité,49.4972,18.8983,SK
Sládkovičovo,48.2000,17.6500,SK
Smižany,48.9584,20.5177,SK
Snina,48.9881,22.1567,SK
Sobrance,48.7460,22.1790,SK
Spišská Belá,49.1858,20.4567,SK
Spišská Nová Ves,48.9500,20.5667,SK
Stará Ľubovňa,49.3167,20.6833,SK
Stará Turá,48.7772,17.6956,SK
Stropkov,49.2050,21.6514,SK
Stupava,48.2833,17.0333,SK
Štúrovo,47.7992,18.7181,SK
Šurany,48.0833,18.1833,SK
Svätý Jur,48.2519,17.2156,SK
Svidník,49.3056,21.5678,SK
Svit,49.0583,20.2025,SK
Topoľčany,48.5500,18.1833,SK
Tornaľa,48.4167,20.3333,SK
Trebišov,48.6333,21.7167,SK
Trenčín,48.8942,18.0406,SK
Trnava,48.3777,17.5862,SK
Trstená,49.3667,19.6167,SK
Turčianske Teplice,48.8589,18.8636,SK
Turzovka,49.4050,18.6253,SK
Tvrdošín,49.3369,19.5503,SK
Tvrdošovce,48.1000,18.0667,SK
Veľké Kapušany,48.5500,22.0833,SK
Veľký Krtíš,48.2150,19.3381,SK
Veľký Meder,47.8500,17.7667,SK
Veľký Šariš,49.0383,21.1917,SK
Vráble,48.2500,18.3167,SK
Vranov nad Topľou,48.8806,21.6731,SK
Vrbové,48.6208,17.7225,SK
Vrútky,49.1117,18.9236,SK
Zákamenné,49.3897,19.3025,SK
Žarnovica,48.4833,18.7167,SK
Želiezovce,48.0486,18.6603,SK
Žiar nad Hronom,48.5919,18.8533,SK
Žilina,49.2167,18.7333,SK
Zlaté Moravce,48.3781,18.3964,SK
Zvolen,48.5831,19.1331,SK
Bo,7.9564,-11.7400,SL
Freetown,8.4833,-13.2331,SL
Kenema,7.8833,-11.1833,SL
Koidu-Bulma,8.4405,-10.8500,SL
Makeni,8.8817,-12.0442,SL
Port Loko,8.7667,-12.7833,SL
Acquaviva,43.9453,12.4183,SM
Borgo Maggiore,43.9408,12.4475,SM
Chiesanuova,43.9061,12.4214,SM
Domagnano,43.9492,12.4686,SM
Faetano,43.9261,12.4981,SM
Fiorentino,43.9092,12.4581,SM
Montegiardino,43.9092,12.4833,SM
San Marino,43.9320,12.4484,SM
Serravalle,43.9683,12.4811,SM
Dakar,14.7319,-17.4572,SN
Diourbel,14.6550,-16.2314,SN
Dodji,15.5167,-14.9333,SN
Fatick,14.3167,-16.4167,SN
Kaffrine,14.1016,-15.5467,SN
Kanel,15.4833,-13.1667,SN
Kaolack,14.1520,-16.0726,SN
Kédougou,12.5556,-12.1807,SN
Kobilo,16.1500,-13.5000,SN
Kolda,12.8958,-14.9408,SN
Linguère,15.3833,-15.2167,SN
Louga,15.6167,-16.2167,SN
Matam,15.6167,-13.3333,SN
Pikine,14.7500,-17.4000,SN
Rufisque,14.7167,-17.2667,SN
Saint-Louis,16.0333,-16.5000,SN
Sédhiou,12.7081,-15.5569,SN
Tambacounda,13.7689,-13.6672,SN
Thiès,14.7833,-16.9167,SN
Ziguinchor,12.5833,-16.2667,SN
Baidoa,3.1167,43.6500,SO
Bandarbeyla,9.4833,50.8167,SO
Baraawe,1.1133,44.0303,SO
Beledweyne,4.7360,45.2040,SO
Boorama,9.9361,43.1828,SO
Boosaaso,11.2800,49.1800,SO
Bu’aale,1.0833,42.5833,SO
Burco,9.5221,45.5336,SO
Buur Gaabo,-1.2192,41.8372,SO
Buurhakaba,2.7837,44.0833,SO
Caluula,11.9670,50.7500,SO
Ceerigaabo,10.6162,47.3679,SO
Dhuusamarreeb,5.5375,46.3875,SO
Eyl,7.9667,49.8500,SO
Gaalkacyo,6.7697,47.4308,SO
Garbahaarrey,3.3500,42.2667,SO
Garoowe,8.4000,48.4833,SO
Hargeysa,9.5600,44.0650,SO
Hurdiyo,10.5667,51.1333,SO
Jamaame,0.0722,42.7506,SO
Jawhar,2.7833,45.5000,SO
Kismaayo,-0.3603,42.5489,SO
Laascaanood,8.4774,47.3597,SO
Luuq,3.8005,42.5500,SO
Marka,1.7156,44.7703,SO
Mereeg,3.7666,47.3000,SO
Mogadishu,2.0408,45.3425,SO
Qardho,9.5004,49.1660,SO
Xuddur,4.1200,43.8878,SO
Albina,5.5000,-54.0500,SR
Brokopondo,5.0404,-55.0200,SR
Brownsweg,5.0200,-55.1700,SR
Cottica,3.8547,-54.2289,SR
Domburg,5.7000,-55.0833,SR
Groningen,5.7970,-55.4810,SR
Lelydorp,5.7000,-55.2333,SR
Moengo,5.6167,-54.4000,SR
Nieuw Amsterdam,5.9100,-55.0700,SR
Nieuw Nickerie,5.9261,-56.9731,SR
Onverwacht,5.6000,-55.2000,SR
Paramaribo,5.8667,-55.1667,SR
Tamanredjo,5.7667,-55.0000,SR
Totness,5.8904,-56.3200,SR
Aweil,8.7666,27.4000,SS
Bentiu,9.2500,29.8000,SS
Bor,6.2167,31.5500,SS
Gogrial,8.5337,28.1167,SS
Juba,4.8500,31.6000,SS
Kapoeta,4.7721,33.5902,SS
Kuacjok,8.3100,27.9900,SS
Malakal,9.5333,31.6500,SS
Maridi,4.9151,29.4769,SS
Melut,10.4404,32.2015,SS
Nasir,8.6004,33.0666,SS
Nimule,3.6000,32.0600,SS
Rumbek,6.8000,29.6833,SS
Torit,4.4167,32.5667,SS
Wau,7.7000,27.9833,SS
Yambio,4.5705,28.4163,SS
Yei,4.0904,30.6800,SS
Guadalupe,0.3792,6.6375,ST
Neves,0.3586,6.5525,ST
Santana,0.2600,6.7414,ST
Santo António,1.6806,7.4394,ST
São João dos Angolares,0.1342,6.6494,ST
São Tomé,0.3333,6.7333,ST
Trindade,0.3000,6.6667,ST
Acajutla,13.5928,-89.8275,SV
Agua Caliente,14.1667,-89.2167,SV
Ahuachapán,13.9214,-89.8450,SV
Anamorós,13.7333,-87.8667,SV
Antiguo Cuscatlán,13.6731,-89.2406,SV
Apopa,13.8000,-89.1833,SV
Armenia,13.7500,-89.5000,SV
Atiquizaya,13.9667,-89.7500,SV
Ayutuxtepeque,13.7357,-89.2008,SV
Caluco,13.7167,-89.6667,SV
Chalatenango,14.0413,-88.9397,SV
Chalchuapa,13.9833,-89.6833,SV
Chiltiupán,13.5833,-89.4667,SV
Ciudad Barrios,13.7667,-88.2667,SV
Cojutepeque,13.7167,-88.9333,SV
Colón,13.7167,-89.3667,SV
Comasagua,13.6333,-89.3833,SV
Concepción de Ataco,13.8667,-89.8500,SV
Cuisnahuat,13.6333,-89.6000,SV
Cuscatancingo,13.7333,-89.1833,SV
Delgado,13.7167,-89.1667,SV
El Divisadero,13.6000,-88.0500,SV
El Paisnal,13.9667,-89.2167,SV
El Porvenir,14.0207,-89.6471,SV
El Triunfo,13.5589,-88.4300,SV
Estanzuelas,13.6500,-88.5000,SV
Guaymango,13.7500,-89.8333,SV
Huizúcar,13.5833,-89.2333,SV
Ilopango,13.7000,-89.1167,SV
Jayaque,13.6667,-89.4333,SV
Jicalapa,13.5500,-89.5000,SV
Jiquilisco,13.3167,-88.5833,SV
Jocoro,13.6167,-88.0167,SV
Juayúa,13.8436,-89.7460,SV
La Libertad,13.4882,-89.3200,SV
La Unión,13.3369,-87.8439,SV
Mejicanos,13.7403,-89.2131,SV
Metapán,14.3333,-89.4500,SV
Nahuizalco,13.7833,-89.7333,SV
Nejapa,13.8167,-89.2333,SV
Nueva Guadalupe,13.5333,-88.3500,SV
Nuevo Cuscatlán,13.6500,-89.2667,SV
Panchimalco,13.6094,-89.1792,SV
Puerto El Triunfo,13.2833,-88.5500,SV
Quezaltepeque,13.8312,-89.2722,SV
Sacacoyo,13.7333,-89.4667,SV
San Alejo,13.4333,-87.9667,SV
San Francisco,13.7000,-88.1000,SV
San Gerardo,13.8000,-88.4000,SV
San Juan Opico,13.8833,-89.3500,SV
San Juan Talpa,13.5000,-89.0833,SV
San Marcos,13.6564,-89.1803,SV
San Martín,13.7417,-89.0564,SV
San Miguel,13.4833,-88.1833,SV
San Pablo Tacachico,13.9833,-89.3333,SV
San Pedro Perulapán,13.7667,-89.0333,SV
San Salvador,13.6989,-89.1914,SV
San Vicente,13.6333,-88.8000,SV
Santa Ana,13.9833,-89.5333,SV
Santa Tecla,13.6742,-89.2899,SV
Santiago de María,13.4833,-88.4667,SV
Santiago Nonualco,13.5167,-88.9500,SV
Santiago Texacuangos,13.6500,-89.1167,SV
Santo Domingo de Guzmán,13.7161,-89.7978,SV
Santo Tomás,13.6333,-89.1333,SV
Sensuntepeque,13.8667,-88.6333,SV
Sonsonate,13.7167,-89.7167,SV
Sonzacate,13.7342,-89.7147,SV
Soyapango,13.7472,-89.1639,SV
Tacuba,13.9000,-89.9333,SV
Talnique,13.6667,-89.4000,SV
Teotepeque,13.5853,-89.5183,SV
Tepecoyo,13.7003,-89.4678,SV
Texistepeque,14.1333,-89.5000,SV
Tonacatepeque,13.7817,-89.1200,SV
Usulután,13.3500,-88.4500,SV
Zacatecoluca,13.5000,-88.8667,SV
Philipsburg,18.0256,-63.0492,SX
‘Adrā,33.6000,36.5150,SY
‘Āmūdā,37.1042,40.9300,SY
‘Anadān,36.2936,37.0444,SY
‘Assāl al Ward,33.8658,36.4133,SY
‘Ayn ‘Īsá,36.3858,38.8472,SY
Ad Duraykīsh,34.8969,36.1346,SY
Al Atārib,36.1389,36.8300,SY
Al Ḩajar al Aswad,33.4581,36.3053,SY
Al Ḩasakah,36.5117,40.7422,SY
Al Kafr,32.6333,36.6417,SY
Al Laţāminah,35.3208,36.6225,SY
Al Mālikīyah,37.1781,42.1403,SY
Al Mayādīn,35.0208,40.4533,SY
Al Mazra‘ah,32.7828,36.4833,SY
Al Mulayḩah al Gharbīyah,32.7515,36.3447,SY
Al Musayfirah,32.6322,36.3386,SY
Al Muzayrīb,32.7109,36.0266,SY
Al Qāmishlī,37.0500,41.2167,SY
Al Qaryatayn,34.2294,37.2406,SY
Al Qunayţirah,33.1256,35.8239,SY
Al Quşayr,34.5089,36.5797,SY
Al Quţaylibīyah,35.2889,36.0153,SY
Ālbū Kamāl,34.4500,40.9186,SY
Aleppo,36.2000,37.1500,SY
An Nabk,34.0250,36.7344,SY
Ar Raqqah,35.9500,39.0167,SY
Ar Rastan,34.9167,36.7333,SY
Armanāz,36.0833,36.5000,SY
As Salamīyah,35.0111,37.0531,SY
Aş Şanamayn,33.0711,36.1842,SY
As Sukhnah,34.8868,38.8721,SY
As Suqaylibīyah,35.3697,36.3800,SY
As Suwaydā’,32.7000,36.5667,SY
At Tall,33.6103,36.3106,SY
Ath Thawrah,35.8344,38.5464,SY
Az Zabadānī,33.7247,36.1003,SY
Bāniyās,35.1822,35.9403,SY
Binnish,35.9500,36.7000,SY
Buşrá al Ḩarīr,32.8425,36.3400,SY
Buşrá ash Shām,32.5167,36.4833,SY
Damascus,33.5131,36.2919,SY
Dar‘ā,32.6250,36.1050,SY
Dārayyā,33.4589,36.2372,SY
Darkūsh,35.9925,36.3931,SY
Dayr al Bukht,33.1469,36.1903,SY
Dayr az Zawr,35.3333,40.1500,SY
Dayr Ḩāfir,36.1592,37.7040,SY
Dūmā,33.5722,36.4019,SY
Ghabāghib,33.1839,36.2264,SY
Hajīn,34.6894,40.8308,SY
Ḩamāh,35.1333,36.7500,SY
Ḩarastā,33.5586,36.3650,SY
Ḩārim,36.2076,36.5192,SY
Ḩisyā’,34.4108,36.7586,SY
Homs,34.7333,36.7167,SY
I‘zāz,36.5888,37.0441,SY
Idlib,35.9333,36.6333,SY
Iḩsim,35.7200,36.5608,SY
Izra,32.8567,36.2469,SY
Jablah,35.3597,35.9214,SY
Jarābulus,36.8175,38.0111,SY
Jaramānā,33.4833,36.3500,SY
Jāsim,32.9922,36.0600,SY
Jayrūd,33.8072,36.7403,SY
Jindayris,36.3947,36.6889,SY
Jisr ash Shughūr,35.8000,36.3167,SY
Kafr Nubl,35.6139,36.5611,SY
Kafr Zaytā,35.3736,36.6017,SY
Khān Shaykhūn,35.4419,36.6508,SY
Killī,36.1103,36.6939,SY
Latakia,35.5236,35.7917,SY
Ma‘arrat an Nu‘mān,35.6433,36.6683,SY
Ma‘arratmişrīn,36.0114,36.6717,SY
Manbij,36.5333,37.9500,SY
Maşyāf,35.0653,36.3421,SY
Muḩradah,35.2478,36.5725,SY
Nawá,32.8833,36.0500,SY
Qadsayyā,33.5333,36.2167,SY
Qaţanā,33.4333,36.0833,SY
Ra’s al ‘Ayn,36.8503,40.0706,SY
Ra’s al Khashūfah,34.8833,36.1333,SY
Şāfītā,34.8208,36.1173,SY
Saḩam al Jawlān,32.7811,35.9347,SY
Şalkhad,32.4914,36.7106,SY
Salqīn,36.1394,36.4539,SY
Sarāqib,35.8644,36.8058,SY
Sarmīn,35.9000,36.7167,SY
Şaydnāyā,33.6958,36.3775,SY
Shahbā,32.8539,36.6294,SY
Shaykh al Ḩadīd,36.5011,36.5978,SY
Şūrān,35.2897,36.7433,SY
Tādif,36.3480,37.5300,SY
Tadmur,34.5600,38.2672,SY
Ţafas,32.7356,36.0669,SY
Taftanāz,35.9981,36.7847,SY
Tall ‘Aran,36.1231,37.3369,SY
Tall Abyaḑ,36.6975,38.9567,SY
Tall Rif‘at,36.4733,37.0972,SY
Tall Salḩab,35.2609,36.3822,SY
Tall Tamr,36.6606,40.3714,SY
Tallbīsah,34.8406,36.7308,SY
Tallkalakh,34.6683,36.2597,SY
Ţarţūs,34.8833,35.8833,SY
Tayr Ma‘lah,34.8022,36.7069,SY
Umm Walad,32.6578,36.4319,SY
Yabrūd,33.9672,36.6572,SY
Hlatikulu,-26.9667,31.3167,SZ
Lavumisa,-27.3167,31.9000,SZ
Lobamba,-26.4465,31.2064,SZ
Manzini,-26.4833,31.3667,SZ
Mbabane,-26.3208,31.1617,SZ
Mhlume,-26.0333,31.8500,SZ
Nhlangano,-27.1167,31.2000,SZ
Piggs Peak,-25.9610,31.2470,SZ
Siteki,-26.4500,31.9500,SZ
Grand Turk,21.4664,-71.1360,TC
Abéché,13.8331,20.8347,TD
Am-Timan,11.0333,20.2833,TD
Amdjarass,16.0667,22.8354,TD
Ati,13.2139,18.3403,TD
Bardaï,21.3547,17.0016,TD
Biltine,14.5333,20.9167,TD
Bol,13.4586,14.7147,TD
Bongor,10.2806,15.3722,TD
Doba,8.6500,16.8500,TD
Fada,17.1833,21.5833,TD
Faya,17.9300,19.1031,TD
Fianga,9.9153,15.1375,TD
Goz-Beida,12.2236,21.4144,TD
Kelo,9.3171,15.8000,TD
Koumra,8.9000,17.5500,TD
Laï,9.4000,16.3000,TD
Mao,14.1194,15.3133,TD
Massakory,13.0000,15.7333,TD
Massenya,11.4028,16.1700,TD
Mongo,12.1837,18.7000,TD
Moundou,8.5667,16.0833,TD
Moussoro,13.6333,16.4833,TD
N’Djamena,12.1100,15.0500,TD
Oum Hadjer,13.2833,19.6833,TD
Pala,9.3646,14.9073,TD
Pala Oua,9.3500,14.9667,TD
Sarh,9.1500,18.3833,TD
Yao,12.8508,17.5608,TD
Zouar,20.4500,16.5167,TD
Atakpamé,7.5300,1.1200,TG
Bassar,9.2500,0.7833,TG
Dapaong,10.8623,0.2076,TG
Kara,9.5511,1.1861,TG
Kpalimé,6.9100,0.6281,TG
Lomé,6.1319,1.2228,TG
Sansanné-Mango,10.3556,0.4756,TG
Sokodé,8.9833,1.1333,TG
Sotouboua,8.5667,0.9833,TG
Akat Amnuai,17.5898,103.9859,TH
Amnat Charoen,15.8758,104.6223,TH
Amphawa,13.4248,99.9559,TH
Ang Thong,14.5926,100.4574,TH
Ao Luek,8.3780,98.7211,TH
Aranyaprathet,13.6928,102.5017,TH
Bamnet Narong,15.5034,101.6810,TH
Ban Ang Sila,13.3364,100.9278,TH
Ban Bang Kaeo,13.6371,100.6636,TH
Ban Bang Khu Lat,13.9134,100.3690,TH
Ban Bang Khu Wat,13.9576,100.4902,TH
Ban Bang Krang,13.8442,100.4612,TH
Ban Bang Lamung,13.0470,100.9289,TH
Ban Bang Mae Nang,13.8815,100.3759,TH
Ban Bang Muang,13.8273,100.3859,TH
Ban Bang Non,9.9923,98.6507,TH
Ban Bang Pakong,13.5051,100.9567,TH
Ban Bang Phlap,13.9241,100.4684,TH
Ban Bang Phun,13.9968,100.5891,TH
Ban Bang Pramung,15.7133,100.1353,TH
Ban Bang Pu Mai,13.5441,100.6175,TH
Ban Bang Rin,9.9532,98.6344,TH
Ban Bang Sai,13.3847,100.9856,TH
Ban Bang Tabun,13.2638,99.9439,TH
Ban Bang Toei,14.0656,100.5226,TH
Ban Bang Yai,13.8369,100.3591,TH
Ban Banlang,15.2255,101.9112,TH
Ban Bo Luang,18.1476,98.3489,TH
Ban Bo Phlap,13.8439,100.0686,TH
Ban Bong Tai,17.4057,103.2992,TH
Ban Bu Sung,14.9602,104.1657,TH
Ban Bua Ngam,14.8108,105.2312,TH
Ban Buak Khang,18.7057,99.1068,TH
Ban Bueng,13.3140,101.1114,TH
Ban Chan,17.3595,102.8170,TH
Ban Chang,12.7209,101.0669,TH
Ban Chet Samian,13.6264,99.8293,TH
Ban Chiang,17.3999,103.2259,TH
Ban Chiang Klom,17.8005,101.9448,TH
Ban Cho Ho,15.0311,102.1381,TH
Ban Chorakhe Samphan,14.3258,99.8623,TH
Ban Dong Mafai,17.2750,103.9940,TH
Ban Duea,16.1253,101.8967,TH
Ban Duea,17.9814,102.9912,TH
Ban Dung,17.7040,103.2623,TH
Ban Haet,16.2000,102.7492,TH
Ban Hua Saphan,13.1248,99.8716,TH
Ban Huai Mai,18.4217,100.1403,TH
Ban Kaeng,16.4119,102.0402,TH
Ban Kamphuan,9.3782,98.4209,TH
Ban Karaket,8.0887,100.1398,TH
Ban Kham Pom,15.9653,105.2112,TH
Ban Klang,18.5791,99.0686,TH
Ban Ko,13.6486,100.0063,TH
Ban Krang,14.6300,100.1307,TH
Ban Krot,14.3121,100.6005,TH
Ban Laem,13.2168,99.9767,TH
Ban Lam Narai,15.2054,101.1356,TH
Ban Lueak,13.7065,99.8902,TH
